phrasing,intent,source
"Buri gihe nkomeza kuba umugome ku nshuti yanjye magara, kandi sinzi impamvu, ariko naje kubona ko ari uko mama ahora ankunda.",relationship_support,amod
"Ubu jye na mama turimo turwana cyane, kandi nifuza gusa kugirana na we imishyikirano myiza.",relationship_support,amod
"Ndi ingimbi, kandi musaza wanjye aranduta, afite umukunzi uhora amuherekeza, ntacyongera kungendanira. Twari dufitanye ubucuti bukomeye, kandi birambabaza cyane.",sadness_low_mood,amod
"Hari umugabo unkomerekeje imyaka itanu. Ntaho anyura mu muryango cyangwa abana. Buri wese mu muryango aranyanga. Hari Misa uyu munsi y'umwe mu bagize umuryango, kandi ntiyigeze ansaba kujya. Ubu ngomba kwicara jyenyine mu rugo no kuri Noheli. Yiteze ko njya kwicara jyenyine mu gihe yishimira kuba mu muryango. Turi mu myaka 50 y'amavuko, kandi biramubabaza cyane ko atajya atekerezaho cyangwa ngo anyereke mu muryango. Ntabitayeho. Ndamusiga vuba uko bishoboka kose,",sleep,amod
"Mwaramutse, mfite mu muryango wanjye mwene mama wambwiye ko ari umuntu w'umunyamwete, utumva afite umutekano kandi utumva ko afite agahinda mu gihe ari mu mujyi. Ndabizi ko akomoka ahantu h'urukundo, ariko buri gihe yagiye agira agahinda kenshi kandi akagira imyumvire irangwa n'ubushotoranyi iyo hari ikintu kitagenda uko yabiteganyije. Nakoze uko nshoboye kose ngo mpindure gahunda ze, ariko buri gihe arangiza agahinda kubera ukuntu ntashoboraga kuvugana n'abandi, hanyuma akandika amagambo y'ubugwaneza ku mico yanjye, harimo: kutitekerezaho, kwifata nabi, kwirengagiza, no kwifata uko ndi.",self_care_coping,amod
"Njyewe nari ndishimye cyane. uko byagenda kose, nari ndishimye. Nagiye mu rukundo n'uyu musore. Ndamukunda cyane. Twese turi ingimbi n'abangavu. Icyumweru kimwe nyuma y'amavuko ye, mama yansabye kureka kumuvugisha. Byaranteye agahinda. Yaje iwanjye aganira na we, aratureka tukongera gukundana ariko ntitubonana. Yajya ku ishuri ryanjye buri munsi kandi biranshinja agahinda ko kumubeshya.",relationship_support,amod
"Buri gihe mpora mpagarika umutima na data. Arambabaza bitewe n'akazi n'ubuzima, akambwira amagambo asa n'aho arushya kandi asa n'aho arushaho kurira.",anxiety_worry,amod
"Mfite ibibazo n'abantu babiri bazabana nanjye iteka. Mfite umukobwa n'umusore w'umuhungu wanjye. Ubu ndubatse, kandi umukunzi w'umugabo wanjye na we ari kumwe n'umusore w'umuhungu wanjye. Na bo bafite umukobwa umwe. Ikibazo cyanjye ni uko buri gihe haba hari imyidagaduro. Ndi inda, maze mbwira umusore w'umuhungu wanjye ko nta kibazo na kimwe nshaka cyangwa ngo mparanire. Nshaka kubana neza uko bishoboka kose, kandi yemeye.",relationship_support,amod
"Hari ikibazo mfite n'abagize umuryango wanjye bakora imibonano mpuzabitsina mu rugo rwanjye mu buryo butari bwo. Bakora imibonano mpuzabitsina mu masanduku y'ibyatsi, mu macupa, no mu nzu yanjye.",relationship_support,amod
Ndi umugabo mwiza. Nkunda umugore wanjye n'umutima wanjye wose. Dufite abahungu 3 n'umukobwa twabyaranye mbere. Dufite n'abuzukuru 3 ubu uyu munsi uratwitandukanya. Nifuza ko umuryango wacu waba umwe kandi wishimye. Ni ikosa ryakozwe kera cyane. Umugore wanjye ashaka kugenda kandi sinshaka ko biba. Ndamukunda cyane. Ndakwinginze umfashe kurokora urugo rwanjye. Ndetse n'abahungu banjye 3 bashaka ko dukemura ikibazo. Baradukunda twese kandi bifuza ko umuryango wacu uhurira hamwe. Ndabasabye kumpa inama cyangwa icyizere.,self_care_coping,amod
"Nagiye gusohokana n'umusore nahuye na we kuri interineti. yambwiye ko yandikishije ko ari umukozi w'ibitsina ariko nta cyo yakoze. Yasabye ko buri gihe yandikisha ko ari umukozi w'ibitsina kandi yarabikoze imyaka ibiri ishize. Ibyo byabayeho imyaka isaga mirongo ibiri ishize. Kuva icyo gihe nta kintu na kimwe kiri muri dosiye ye. Buri gihe nemera ko ibya kera byagombye kurengaho. Ariko abo tubana, umuryango wabo n'umwana wanjye ntibababarire. Ese nagombye kubabarira uyu mugabo nkunda cyangwa nkamwirukana?",relationship_support,amod
Mfite ibibazo n'umwe mu bagize umuryango wanjye. Polisi ntiyemera ibyo nahuye na byo kuko ndi umwana. Ndetse nagize ikibazo cyo gushaka umwarimu kuko navuze ko nifuza ko umuntu mukuru amfasha.,self_care_coping,amod
"Ubu se yavuze ko ejo ashobora kubireka. Niba ari uko bimeze, nshobora gushukura mu butaka nkoresheje inyandiko igira iti ""aha ni ho ibyiyumvo byanjye biri. R.I.P"". Nta byiyumvo na kimwe nsigaye mfite, maze nsanga ibyo atari ibintu bisanzwe, nkigereranya uko mbyifatamo mu mimerere runaka n'iya umuryango wanjye. Ni iki kibaye kuri jye?",relationship_support,amod
"Mfite amabanga mu mutwe wanjye, sinzi icyo nkora na yo. Sinshaka kubwira umugore wanjye na mama kuko sinshaka kubababaza. Ariko sinzi igihe nzamara mbikomeza.",overwhelmed_identity,amod
Ni iki gituma ishyingiranwa rirangwa n'amahoro riramba?,relationship_support,amod
"Uyu munsi namenye ko umugore wanjye anshuka. Ndamukunda, ariko ntashaka kumvugisha ukuri nubwo naba mfite ibimenyetso. Iyo ndamwingingiye ngo ambwire ukuri, araturika, aranseka, kandi agira imyifatire ikomeye.",relationship_support,amod
"Buri gihe numvira umugabo wanjye, ariko numva atanyumva.",relationship_support,amod
"Kuba ndamucumuyeho, ni ikintu ntashobora kwemera, ariko kubera ko dufite abakobwa babiri, niyemeje kudatandukanya umuryango. Ariko ubu ndwana n'uko nibagirwa ibyo byambayeho, nkaba numva ntashobora kumwizera.",relationship_support,amod
"Ndamukunda ariko ntampenda, ahubwo avugana nabi ku birebana nanjye n'incuti ze.",relationship_support,amod
"Data ari mu bitaro, bamusanganye indwara y'ubwonko bw'ikirere, kandi iyo mbyibutse, umugabo wanjye ahora ankurakariye.",relationship_support,amod
"Umugabo wanjye yafashe akazi hanze y'igihugu mu mwaka ukurikiyeho kandi asa n'umuntu utandukanye. Mbere yaho yakoraga, akaryama, kandi ku minsi y'ikiruhuko, yagumaga mu rugo kuko nta kindi yakoraga. Ubu ajya gusohoka n'inshuti ze nijoro rimwe mu cyumweru, mu gihe nanjye nkiri mu rugo nkora akazi k'amasaha 50 mu cyumweru kandi nkita ku bana babiri jyenyine.",overwhelmed_identity,amod
"Njyewe niyemeje kugumaho nkakora. Gusa sinshaka kwicara ku rubyiniro. Usibye ibyo, nagiye ndushaho kurengera iki kibazo. Numva ko bidakwiriye ko yitega ko nicara kuri urwo rubyiniro kandi ntampane wenyine. Nshobora gukomeza gukunda, guseka no gukina n'umugore wanjye. Gusa sinshaka kwicara kuri urwo rubyiniro.",relationship_support,amod
Numva ntandukanye n'umugabo wanjye. Numva ko nkura mu mubano. Mfite imyaka itandatu ndi kumwe n'umugabo wanjye kandi ndubatse hafi imyaka itanu. Gusa sincyumva uwo mwunga. Sincyumva ikintu na kimwe. Sinzi impamvu cyangwa niba ndi kuba ntatekereza.,relationship_support,amod
"Mfite icyifuzo gikomeye cyo kureba umugore wanjye aryamana n'undi mugabo. Namubwiye ko azankorera. Icyo gitekerezo kiranshimisha cyane ariko sinkifuza kuko kinanira. Ni gute nakireka kugikunda, cyangwa se nagombye kugitangira?",overwhelmed_identity,amod
"Njye n'umugabo wanjye turi kumwe kuva mu mashuri yisumbuye. Twari tumaze imyaka igera hafi ku icumi dushyingiranywe, kandi dufite abana batatu beza. Mu byumweru bike bishize, umugabo wanjye yafashe umwanzuro ko akeneye igihe runaka cyo gutandukana maze ajya kwa se igihe runaka. Yagaruka iwabo kureba abana maze agakora nk'aho nta kibi kinini cyabaye. Ese uyu mubano ushobora kurokoka cyangwa se biracyari bitinze?",overwhelmed_identity,amod
"Iyo mvugo irantuma mpenda. Iyo mbwiye umugabo wanjye ikintu akeneye guhindura, nk'igihe cyose ndeba iPad ye ndamubaza ko umwuzukuru wanjye yari hafi gusohora ikaramu cyangwa nkamusobanurira ko mfite ibintu byose akeneye kugira ngo atege gato.",anxiety_worry,amod
Umugabo wanjye ntanyizera kubera ibihe bya kera twari dufite.,sleep,amod
"Umugabo wanjye yaransenze, kandi byambabaza cyane.",relationship_support,amod
"Njye n'umugabo wanjye tumaze imyaka hafi irindwi. Twarashatse gato nyuma y'imyaka 5 turi kumwe. Nari narashatse nshaka gushyingirwa kandi nicuza ko nari ngiye kumwereka uko nshaka ko ambwira ko nshyingiranwa. Igihe yamusabaga ko nshyingiranwa, ni mu biruhuko by'amahirwe nari nateguye. Nari ndishimye ariko sinashoboraga kwihanganira kwiheba.",sadness_low_mood,amod
"Ubu maze imyaka 6 mfite indwara yo kubura ibyiyumvo. Mfite imyaka 20 n'amabyiruka. Ndimo ntangira gusubira mu ishuri kugira ngo mbe umutoza w'imiti, kandi rwose ngomba guhita ndushaho kumererwa neza. Ndatakaza imbaraga zo kwiyobora, nkaba ndakara, nkaba mfite impungenge, nkajya ndya kandi nkasukura.",overwhelmed_identity,amod
"Mfite ikibazo cyo kurya cyane cyane mu gihe mfite stress. Ndya cyane kandi numva mfite isoni n'agahinda ku buryo njya mu nzu y'imikino ngororamubiri nkagerageza gukora siporo. Mfite imyaka 20 irenga, kandi kuva nkiri ingimbi, ndacyabigerageza.",self_care_coping,amod
"Hari umuhungu wansabye gusohokana na we kera, maze ndamusubiza nti ""oya"" kuko incuti zanjye n'abagize umuryango wanjye bari kunyitotomba.",relationship_support,amod
"Hari ibintu byinshi nagiye mpura na byo mu rugo no mu ishuri. Ntitwigeze tujya kwa muganga kugira ngo tumenye ko mfite agahinda cyangwa ibindi bintu nk'ibyo, ariko buri gihe numva ko hari igice cy'umutima wanjye kimbuze.",sadness_low_mood,amod
"Mfite inshuti nahoranye, ni gato, maze duhinduka incuti nziza, maze mu mpera z'icyumweru mporana na yo, maze ibyo bibabaza umukunzi wanjye.",relationship_support,amod
"Mfite imyaka ine ndi kumwe n'uwo twashakanye, nta mpamvu n'imwe yampaye yo kumwizera, ariko muri iyi minsi, iyo akora ibintu bisanzwe, ndushaho kurenza urugero, mbese, mbona ko bituma imishyikirano mbi nari mfitanye n'uwo twashakanye itangira.",relationship_support,amod
"Mfite umubano w'igihe kirekire n'umukunzi wanjye, maze umwaka urenga. Mu cyumweru gishize yemeye ko afite ibyiyumvo ku wundi musore. Avuga ko ari urukundo gusa ariko sinzi uko mbyitwaramo.",self_care_coping,amod
"Mfite ibibazo by'imishyikirano, kandi nifuza kubikemura kugira ngo ibintu bibanze neza mbere y'uko mpita ndamuheba.",overwhelmed_identity,amod
"Namubwiye ko namukundaga, ko ari mwiza kandi ko ari mwiza, ariko ko atifuzaga kugirana imibonano mpuzabitsina, ko buri gihe yanshakana n'umuntu.",relationship_support,amod
"Ndi mu mubano w'igihe kirekire n'umugabo wanjye w'ikirenga, ariko sinshishikazwa na we nk'uko nagombye kuba. Ibindi byose biramushimisha, ariko nsanga nishimira abagabo bakundwa cyane. Intambwe ikurikiraho ni ugushyingiranwa, ariko nifuza gushaka umuntu nshobora gukundana na we maze nkongera kumugarukira. Ariko nanone, sinshishikazwa no gutakaza umubano mwiza kubera ibyo bishobora kuba ari irari gusa.",overwhelmed_identity,amod
"Hari umukobwa nahuye na we mu mashuri yisumbuye. Yari yarahindutse mu mpera z'umwaka, kandi kuva icyo gihe sinongeye kumubona. Haraciye imyaka mike. Twari dufite ubucuti bwiza kandi twagiranaga ubucuti, kandi twasaga n'aho dufite byinshi duhuriyeho. Sinigeze ngira ubutwari bwo kumusaba ko tuzabana.",relationship_support,amod
"Sinigeze mba umuseribateri, ntinya kuba jyenyine, nshaka umukunzi wanjye ngo anshimishe. Amaherezo narakomeje kwiyihatira, ngira umubano, nkora ibyo umukunzi mwiza akora byose ariko ntibyashobotse. Ubu hashize amezi menshi, nta mugabo n'umwe unshishikaza. Ese niteguye kongera gukundana?",sleep,amod
"Buri gihe umukunzi wanjye avuga ko arangije kunkurikirana, akomeza kugenda, ariko nyuma y'ijoro akomeza kuba hano, akabyuka mu gitondo, akigira nk'aho nta kintu na kimwe kibaho, kandi akajya asubiraho buri joro.",relationship_support,amod
"Nari maze imyaka myinshi ndi kumwe n'umukunzi wanjye, twarasohokanye, turatandukana inshuro eshatu, kuva aho dutandukaniye mu mezi atanu ashize, sinshobora gukomeza kubaho, nifuza kongera kubana ariko ntiyanvugana nanjye.",relationship_support,amod
Njyewe ndamukunda cyane kandi ndumva nanjye ankunda ariko mushiki we ni umukunzi wanjye mwiza. Mfite ubwoba ko ndamubwira ko nshaka musaza we azamwica.,anxiety_worry,amod
Numva ko nafashe umubano wacu nk'aho ari ikintu cyumvikana kandi ubu ari ku rugero rwo kureka. Nagize ikibazo cyo kumva ko nshobora kumwizera ariko ntiyampaye impamvu yo kutamwizera.,relationship_support,amod
"Buri gihe iyo ndirimba indirimbo nkunda (nubwo ari kubera umuvuduko gusa atari amagambo), umukunzi wanjye atekereza ko amagambo y'indirimbo asobanura ikintu kibi ku bucuti bwacu. Sinzi impamvu arakara cyane kandi atekereza ko nsobanura ikintu kibi kuri buri ndirimbo. Ubu sinshobora kwishimira no kuririmba indirimbo ntatekereje ko ndimo ndamuha igitekerezo. Ndetse anshinja ko ndyarya no kubeshya. Biranshuka. Ndamukunda kandi sinzigera nkora ikintu kibi nk'icyo.",relationship_support,amod
"Mfite ibibazo byinshi byo kurera abana, ibibazo by'amafaranga, umutekano muke no kugira ibiro byinshi. Nta nshuti mbifite. Birangora gukomeza kugira icyizere. Ndumva mfite ibyiyumvo byinshi, nkaba nishimye ku bantu nkunda.",relationship_support,amod
Umukunzi wanjye aherutse gutangira gusabana cyane n'umwe mu nshuti ze yamukoreye nabi kera maze akamusiga gusa. mu myaka 3 ishize ni njye n'umukunzi wanjye gusa. Ibintu byagenze neza kugeza mu kwezi gushize. ubu aranyihakana kandi arandikirana ubutumwa kandi arushaho gusabana n'umukunzi we. sinzi icyo nkora. umukunzi wanjye ari kure cyane. mbasha kumwirinda nte?,relationship_support,amod
"Njye n'umukunzi wanjye tumaze imyaka igera kuri ibiri dukundana. Mperutse kubabazwa cyane kandi mu mezi make ashize, nabonye ko nifuza kumwifashisha cyane. Birambabaza cyane kuba mbikeneye cyane, ariko sinshobora kubikora. Sinzi n'icyo ndi cyo ntamufite.",sadness_low_mood,amod
"Numva ndi jyenyine. Mfite abantu benshi cyane banzengurutse, ariko bisa n'aho bumva gusa ariko ntibumve. Bavuga ko byose bizagenda neza, cyangwa se ntibumve. Buri wese avuga ko ari hano kundondera ariko numva atari byo. Kuki numva ndi jyenyine?",relationship_support,amod
"Twari tumaze imyaka itatu turi kumwe. Twaraganiriye, arangiza ambwira ko atankunda. Biramubabaza kuko nifuza cyane gukemura ikibazo, kandi akomeza kucyitaho nubwo naheba ibyo yakoze nkavuga ko nicuza. Ibyo byakemuka bite? Dufite abana, kandi sinifuza ko umuryango wavunika kuko tudashobora gushyikirana?",relationship_support,amod
"Ndi kumwe n'uyu mugabo witwa Peter. Umukunzi wanjye Jennifer yari asanzwe amuhura na we kera, kandi we nta kibazo na kimwe afite natwe dukundana. Umukunzi wanjye wa mbere Paul yatandukanye na Jennifer, kandi arababaye cyane. Peter nanjye turi mu bihe bigoye mu mubano wacu.",relationship_support,amod
"Umukunzi wanjye yambwiye ko ari amagambo y'ibinyoma, maze ndamuca inyuma, ubu ni ubwa gatatu ambwiye atyo, kandi ndangije kumuhera amahirwe.",relationship_support,amod
"Umukobwa nakundaga amaze iminsi 11 muri Irilande, kandi ndumva nta cyo maze.",relationship_support,amod
"Mfite ubumuga bwo kwifata nabi cyane kandi nagiye ku mbuga nyinshi zo gukundana nka Meet Me, Match, na Zoosk. Nta n'umwe muri izo mbuga nagiyeho wagize amahirwe. Nashakaga cyane umukunzi ariko sinzi icyo nakora. Nifuza gusa kuba mu mubano.",relationship_support,amod
"Twari tumaze imyaka ibiri n'igice dufitanye ubucuti, mu minsi ishize nabonye telefoni ye, mbona abantu yandikiraga ubutumwa bwinshi, umwe muri bo akaba yari umukozi mugenzi we w'umugore. Sinzi uko nahangana n'iki kibazo.",relationship_support,amod
"Twari tubanye neza kugeza igihe yinjiriye mu gisirikare. ndamukunda kandi nzi ko ankunda, ariko biragoye.",anxiety_worry,amod
"Umwaka ushize nari mfite umukunzi w'umukobwa. byaragaragaye ko ari umusazi ku buryo niyemeje kureka kumuvugisha. Igihe yahamagaraga sinitaba telefoni. Ibyo byatumye umukunzi wanjye atangira kunyikeka cyane. Yambaza impamvu ntashoboraga guhita mpindura kuri iyo nomero ya telefoni. Nabwiye umukunzi wanjye ko ntashaka kuba inshuti y'uwo wundi mugore, ariko sinzi ko anyemera. Nakora iki ngo umukunzi wanjye amenye?",sadness_low_mood,amod
"Jye n'umukunzi wanjye dufite umubano w'ubuhumekero bitewe n'uko yannyuzura mu buryo bw'ibyiyumvo no mu mvugo ariko bituma numva ko ntazigera nsanga umuntu mwiza, kandi ko ntashobora kugira ibyishimo ntamufite.",relationship_support,amod
"Twakundaga kumenyana cyane, ariko nyuma yaho yaje kumperekeza. Numvaga ntashobora kubaho ntamufite.",anxiety_worry,amod
"Ndi mu kigero cy'imyaka 20, ababyeyi b'abahoze ari abavandimwe banjye ni incuti zabo kandi barababwira ibintu bibi ku birebana nanjye.",relationship_support,amod
"Kuva nkiri muto, nakundaga igitekerezo cyo gukunda umuntu no kumarana n'ubuzima bwanjye bwose. Buri wese nagiriraga neza. Ku bakobwa nakundaga, nakundaga kumarana nabo buri cyinsi. Buri gihe birangira kimwe: Ndagukunda nk'inshuti, cyangwa Nkunda kwitabwaho kwawe ariko si wowe.",relationship_support,amod
"Mfite umugabo nkunda cyane, dufite ibibazo, ariko nshobora kwibona turi kumwe mu gihe kirekire, ariko hari undi mugabo nkunda kuva kera, anyereka ibishyimbo iyo tuganira, umutima wanjye ukomeza kuntera umuvuduko igihe mbonye ko yanyoherereje ubutumwa, ibyo sinigeze mbyumvaho n'umukunzi wanjye.",overwhelmed_identity,amod
"Njye n'umusore twigeze gukundana tumaranye umwaka urenga. Afite imyaka 20 irenga, amaze imyaka itanu atanye n'abana babiri.",relationship_support,amod
"Ndi mu rukundo, ariko numva buri gihe nshyiraho byinshi kandi ntishyirwe mu mwanya w'abandi.",relationship_support,amod
"Nshimishwa n'uko ibyo ari bibi, kandi nifuza kubirengagiza.",relationship_support,amod
"Ubu ndwaye indwara yo kudakora neza mu mubiri kandi nagerageje Viagra, Cialis n'ibindi. Nta kintu na kimwe cyasaga n'aho cyakomeje. Umukunzi wanjye w'imyaka 3 afite agahinda kenshi mu by'igitsina. Namubwiye ko gukora imibonano mpuzabitsina n'abandi bagabo nta kibazo afite.",relationship_support,amod
"Mfite amezi make ndi kumwe na we. Tuzavugana buri munsi kandi azarakara kubera ikintu runaka nzavuga ntangeze. Dufite ibihe byiza, ariko ngomba kwibanda ku mimerere yanjye bwite, kandi numva ari kuntera hasi. Ndacyashaka kuba ndi kumwe na we, ariko si ubu.",sadness_low_mood,amod
"Namenye ko umukunzi wanjye afata imiti yo kurwanya kwiheba, mu minsi ishize avuga ko afite ibintu byinshi mu mutwe, kandi ko akeneye igihe cyo kutwibwira.",sadness_low_mood,amod
"Njye na se w'umwana wanjye tumaze umwaka dukundana. Twaharaniraga cyane, mu mizo ya mbere yifuzaga kubikemura. Ariko nyuma y'igihe yatangiye gusaba abandi bakamubwira ko agomba kunsiga. Ubu ashaka ko namurindira kugeza aho amariye gukura. Yifuza kuganira n'abandi bantu. Hanyuma akagaruka mu myaka ine. Ntiyifuza kunshakira inama nkiri inda. Ntiyantwara kwa muganga cyangwa ikindi kintu icyo ari cyo cyose. Numva ndi jyenyine.",relationship_support,amod
"Mfite ibibazo byinshi nk'ibyo: sinkunda abantu. Biranshangisha. Mfite ibibazo byo kuganira n'abantu. Numva ko bavuga ibyanjye kandi bakanseka. Numva meze ntyo mu myaka myinshi. Iyo ndebye abantu mu maso, numva ijwi rimubwira ngo mbakore nabi, kandi iyo ntaretse kureba uwo mvuga birumvikana cyane ku buryo ntumva ibyo bavuga. Ndahungabana n'abantu kugira ngo nirinde ibi. Ndareba abantu nkibaza uko nabababaza. Numva nta cyo maze kandi byaba byiza mbayeho",sadness_low_mood,amod
"Nari mfitanye umubano na we imyaka itatu. Mama ntiyishimira ko ndimo gukora ikosa. Yashyingiranywe nyuma y'amezi make dutandukanye, none ubu yaratanye. Namuhariye ibyo yakoze mu gihe cyahise, kandi avuga ko ababajwe n'ibyo yakoze kandi ko ankunda by'ukuri. Nanjye ndamukunda, ariko se byaba ari bibi ko ndamuha amahirwe ya kabiri?",relationship_support,amod
"Ubu mba muri hoteli nta n'umuryango mfite. Mperutse guhura n'umusore umwe. Ni umugabo w'igitsina gore. Afite inshuti nyinshi z'abaryamana bahuje igitsina ku mbuga nkoranyambaga. Ntiyari gufasha kwishyura icyumba. Igihe nasabaga televiziyo ya kure, yarayiroshye ahandi ansabye kuyitora. Namukubise nkamusaba kuva mu cyumba cyanjye. Twahise dusubira hamwe.",relationship_support,amod
"Mu mezi abiri n'igice ashize, nahuye n'umugore ku rubuga rwo gukundana. Twahise tubonana inshuro ebyiri, hanyuma nubwo yari afite gahunda z'ibanze zo kugenda neza no kugirana imishyikirano, amaherezo naje gusanga umugore we mu rugo ku wa Gatanu nimugoroba nyuma y'icyumweru kimwe dutangiye gukundana. Twaragerageje kubuza kuryamana, ariko nyuma y'amasaha menshi twirwanaga, twarabyemeye maze turaryamana. Nyuma yaho, nararaga iwe buri joro mu gihe cy'ibyumweru hafi bibiri. Hanyuma umunsi umwe, yagiye mu rugo rw'umuryango we ku munsi wo gushimira Imana, maze ibintu byose bihinduka. Mu gihe gito twamaze turi kumwe,",self_care_coping,amod
"Nagiye mu rukundo n'inshuti yanjye ya mbere, ariko yari amaze imyaka itanu atishimye. Twarakundanye kandi tumaze amezi umunani turi kumwe. Yagiye mu rugo asaba gutana. Yafashe umwanzuro wo kumubwira ibyerekeye umubano wacu, kandi yiteguye kumubabarira no gukora ku bintu. Ibyo byaramutunguye. Bafitanye abana babiri. Yafashe umwanzuro wo guhagarika gutana. Yagiye mu mujyi mu kwezi kumwe kugira ngo amenye neza ikibazo kandi agire umwarimu.",relationship_support,amod
"Mfite ukwezi kumwe n'umukunzi wanjye, twifuza umwana, ntitukora cyangwa ngo dutware imodoka, kandi ntitwaraganiriye n'ababyeyi bacu.",relationship_support,amod
"Nari kumwe n'inshuti yanjye magara. Twatangiye gusomana, ariko nyuma yaho, yavuze ko twagombye gukomeza kuba inshuti gusa kuko atagishaka gusenya ikintu icyo ari cyo cyose. Twembi twarangije imishyikirano. We yari afite imishyikirano ishingiye ku gitsina cyane. Sindi umuntu w'igitsina kandi arabizi. Ndashaka kuba ndi kumwe na we, ariko siniteguye indi mishyikirano, kandi sinzi niba azigera ashaka kuba inshuti gusa.",relationship_support,amod
Umukunzi wanjye ahora yihebye kubera ko abana be bagomba kubona no kwihanganira gutana. cyane cyane iyo nyina w'abana be akomeje kumutera agahinda akoresheje abana nk'impongano yo kumwihorera.,sadness_low_mood,amod
"Umukunzi wanjye yatandukanye nanjye mu mezi atanu ashize kuko namubwiye ibintu bibi ijoro rimwe nta mpamvu ye. Nagerageje kumugarura ariko ntibyoroshye. Afite imyaka 50 nanjye mfite 40 ni we nshaka mu buzima bwanjye, kandi ibi biranshyira mu kaga. Buri munsi ndarira, kandi nifuza cyane ubufasha.",sadness_low_mood,amod
"Ndi umunyeshuri w'umukobwa w'umuto mu ishuri ryisumbuye, kandi iki kibazo ni ku nshuti yanjye y'umugabo. Mu ntangiriro y'umwaka wa mbere, twarasohokanye icyumweru kimwe mbere yuko ababyeyi be barangiza kuko bavuze ko akiri muto cyane. Yamaze ukwezi kumwe n'umukobwa mwiza cyane mu mwaka wa nyuma w'amashuri yisumbuye. Nta kintu na kimwe ndamucira urubanza uretse kuba afite umutima wa Tim. Yemeza ko bakundana, kandi wenda baramukunda, ariko sinamwizera.",relationship_support,amod
"Mfite uyu musore ndamukunda cyane, ariko ubu ndamufite, kandi nifuza ko tumwibuka, ariko ubu ndamufite, kandi nifuza ko tumwibuka, ariko ubu nta kibazo mfite, kandi nifuza ko tumwibuka, ariko ubu nta kibazo mfite, kandi nifuza ko tumwibuka.",sleep,amod
"Njye n'umukunzi wanjye twaratandukanye tukongera tukongera kubana inshuro nyinshi mu myaka ibiri ishize. Twahise dutandukana na we mu ijoro ry'ejo ku munsi w'umwaka mushya. Iyo dutandukaniye, ku munsi ukurikiyeho, arantumira akigira nk'aho nta kintu na kimwe cyabaye. Akigira nk'aho ibintu byose bimeze neza. Ibi bimaze imyaka ibiri. Ndamukunda kandi ndamuha agaciro n'abana be cyane, ariko asa n'aho ari umuntu ukunda cyane ibyo umugabo amugirira. Buri gihe ambwira ko akwiriye ibyo n'ibyo umugabo amugirira.",anxiety_worry,amod
"Namutandukanye mu byumweru bitatu bishize kuko numvaga ko akeneye kubaha cyane. Kuva icyo gihe yagize umubano mwiza. Avuga ko ankunda kandi akankumbura ariko akananga kunshakisha. Avuga ko bizamugoye cyane kumbona. Igihe cyose tuganira, numva ko nshaka kumubona. Kera yari ankunda cyane, ariko ubu, asa n'utabyitaho.",relationship_support,amod
"Ndi umukobwa w'isugi w'imyaka 20 y'amavuko, umukunzi wanjye afite imyaka 20 y'amavuko afite abana. yampenze inshuro ebyiri: rimwe mu ntangiriro, nyuma amezi ane ashize. Ntiyari asanzwe asohokana n'isugi maze arandeka inshuro eshatu kuko atari azi neza. Twembi dukorera akazi kamwe (aho twahuye) kandi ni umukobwa dukorana.",overwhelmed_identity,amod
"Nibonera ko ntekereza ibintu mu buryo bw'ibitsina, kandi ndabyanga kuko bituma imishyikirano yanjye irushaho kuba mibi.",relationship_support,amod
"Umukunzi wanjye yampuriye mu mezi make ashize. Ndamukunda ariko imbwa ye irarimbura inzu yanjye. Buri munsi iyo tugeze mu rugo, haba imvururu nini ku butaka, ibintu byinshi birasenyuka (harimo n'icumbi). Arya buhoro buhoro ku miryango yose, kandi ahantu hose hazaba hari ibiryo n'ibihuha. N'ubwo nza mu rugo mu biruhuko byose kugira ngo ndamusohoke, aracyakora imbwa no gusesa mu nzu buri gihe. Sinashobora kwishyura amafaranga yo kugira imbwa isenya inzu yanjye. Nagerageje kuganira",relationship_support,amod
"Uyu munsi nagombaga kujya mu cyumba cy'ubutabazi kugira ngo nkore radiyo y'umugongo wanjye. Umukunzi wanjye ntiyifuzaga kwicara aho ngahangana nanjye. Ahubwo yifuzaga kujya gukorera ibintu incuti ze mu gihe nari ntinze. Igihe narangizaga, yaratinze kumfata iminota makumyabiri. Ntiyumva impamvu ndashavuye, kandi dukomeza guhana ku bintu byoroheje. Atekereza ko nta mpamvu mfite yo kurakara, ariko ndemera ko ndaza.",relationship_support,amod
"Umukunzi wanjye atekereza ko ndamwizera kuko mbere yaho nari naramunnyegeje, ariko ahisha telefoni ye kandi akohereza ubutumwa umukobwa we w'umusaza, ufite abana babiri.",relationship_support,amod
"Umukunzi wanjye wo kure ari mu muryango w'abavandimwe, kandi ibyo biramuhindura. Numva ntakibazo bimugeraho kandi birambabaza. Gusa yifuza ko nshigikira uwo muryango, ariko biragoye cyane. Buri munsi ngerageza kumwereka ko ari ikintu cy'ingenzi kuri jye, ariko ntashobora no kuguma ari maso mu birori by'abavandimwe kugira ngo ntatekereze ko akora ikintu kibabaje. Turakundana, ariko turi mu bihe bitoroshye.",anxiety_worry,amod
